WDPA_PID,IUCN9,Realm,GIS-Area_Category,Acrop-aMER,Acrop-aPTS,Rcrop-aMER,Rcrop-aPTS
152386,III,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
152716,III,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
152763,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
153786,No Category,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
152182,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
182909,No Category,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555719604,No Category,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555719699,No Category,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
135933,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
156411,Ia,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555719635,No Category,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
156592,Ia,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555541327,No Category,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
156597,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
136101,IV,Palearctic,50~100,3AC~1M,3AC~1P,3RC~1M,3RC~1P
555541652,No Category,Palearctic,30~40,2AC~1M,2AC~1P,3RC~1M,3RC~1P
151693,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
152363,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
151621,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555541312,No Category,Palearctic,10~20,3AC~1M,3AC~1P,3RC~1M,3RC~1P
152364,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
341704,IV,Palearctic,10~20,2AC~1M,2AC~1P,2RC~1M,2RC~1P
151761,III,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
155146,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
182861,No Category,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
156033,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555720006,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
1336,Ia,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
68124,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
136029,IV,Palearctic,50~100,1AC~1M,1AC~1P,2RC~1M,2RC~1P
156384,Ia,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
155248,Ia,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555719966,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
155204,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
182903,V,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
136124,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
135573,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
135711,III,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
135216,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555541717,No Category,Palearctic,10~20,1AC~1M,1AC~1P,3RC~1M,3RC~1P
135625,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
151720,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
173382,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
156023,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555719968,No Category,Palearctic,30~40,2AC~1M,2AC~1P,1RC~1M,1RC~1P
156011,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555719602,No Category,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
156583,Ia,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
156406,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
135788,IV,Palearctic,10~20,1AC~1M,1AC~1P,3RC~1M,3RC~1P
155556,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
173400,No Category,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
341558,IV,0,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
135800,III,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
135879,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
135938,IV,Palearctic,10~20,3AC~1M,3AC~1P,3RC~1M,3RC~1P
183005,No Category,Palearctic,<1,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555720000,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
156559,Ia,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555719753,No Category,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
156608,Ia,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
155162,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555720017,No Category,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555719751,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
156467,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
6177,Ia,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
156002,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
156511,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555719752,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555560058,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
156531,Ia,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555719749,No Category,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
156471,Ia,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
136185,IV,Palearctic,10~20,2AC~1M,2AC~1P,3RC~1M,3RC~1P
341556,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555581648,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
139228,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
151794,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555541394,No Category,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
151662,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
135806,III,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555581001,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
182854,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
173425,No Category,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
135147,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
341550,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
341553,IV,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555641595,No Category,Palearctic,30~40,3AC~1M,3AC~1P,3RC~1M,3RC~1P
135807,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
341552,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
142800,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
220092,No Category,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
155152,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
355669,III,Australasia,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
390628,IV,Palearctic,10~20,1AC~1M,1AC~1P,3RC~1M,3RC~1P
355366,III,Australasia,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
356328,III,Australasia,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
135898,IV,Palearctic,10~20,2AC~1M,2AC~1P,3RC~1M,3RC~1P
142871,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
10722,No Category,Neotropic,100~1000,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555539945,No Category,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
135778,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555581007,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
135906,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
134974,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555647742,IV,Australasia,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
126027,Ia,Australasia,10~20,1AC~2M,1AC~1P,2RC~2M,2RC~1P
311092,III,Australasia,<1,2AC~2M,2AC~1P,3RC~2M,3RC~1P
17657,IV,Palearctic,10~20,1AC~2M,1AC~1P,2RC~2M,2RC~1P
127637,Ia,Australasia,1~10,1AC~2M,1AC~1P,3RC~2M,3RC~1P
311333,III,Australasia,1~10,1AC~2M,1AC~1P,3RC~2M,3RC~1P
555564244,III,Australasia,<1,2AC~2M,2AC~1P,2RC~2M,2RC~1P
10437,V,Palearctic,40~50,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555641578,No Category,Palearctic,40~50,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641602,No Category,Palearctic,40~50,3AC~1M,3AC~1P,1RC~1M,1RC~1P
390667,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641567,No Category,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555550070,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555641587,No Category,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641588,No Category,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641543,No Category,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641617,No Category,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390634,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641601,No Category,Palearctic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390633,IV,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
6959,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
324539,V,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
320641,V,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
82738,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
320693,V,Palearctic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
325755,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
165468,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641557,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
68205,No Category,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
103305,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555641597,No Category,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641604,No Category,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641593,No Category,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
390630,IV,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
390655,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
162842,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
321307,V,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
323709,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
323079,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
325901,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
165812,IV,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
322367,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
92468,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
165760,IV,0,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555537254,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
92378,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
162343,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
321076,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555641603,No Category,Palearctic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390636,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
7066,IV,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
337321,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
390600,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
390626,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555550071,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
17685,V,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
337360,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555538057,No Category,Palearctic,20~30,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555538030,No Category,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
82605,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
323433,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555537242,No Category,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
163162,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
82696,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
163756,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
319808,V,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
81511,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555537241,No Category,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555641637,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555643696,No Category,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
82888,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
318322,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
92377,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
390627,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555641594,No Category,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
334354,III,Palearctic,<1,3AC~1M,3AC~1P,3RC~1M,3RC~1P
334547,III,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
390595,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
62094,V,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555641586,No Category,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
62093,V,Palearctic,20~30,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555641571,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
390604,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
337405,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555641566,No Category,Palearctic,10~20,3AC~1M,3AC~1P,3RC~1M,3RC~1P
390599,IV,Palearctic,20~30,2AC~1M,2AC~1P,3RC~1M,3RC~1P
390621,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
390616,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
390661,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641628,No Category,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
92466,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641554,No Category,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555538024,No Category,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555577637,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641614,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
324112,V,Palearctic,<1,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555513800,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
321135,V,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
555641613,No Category,Palearctic,10~20,1AC~1M,1AC~1P,1RC~1M,1RC~1P
324869,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
81442,IV,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
81590,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
322862,V,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
31402,IV,Palearctic,100~1000,2AC~1M,2AC~1P,2RC~1M,2RC~1P
163031,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555561541,V,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555561552,V,Palearctic,<1,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555561543,V,Palearctic,<1,3AC~1M,3AC~1P,2RC~1M,2RC~1P
378465,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
378486,V,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555561585,V,Palearctic,<1,3AC~1M,3AC~1P,3RC~1M,3RC~1P
555561590,V,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
162061,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555561586,V,Palearctic,<1,3AC~1M,3AC~1P,3RC~1M,3RC~1P
555641580,No Category,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555537981,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
92486,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
336618,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555537979,No Category,Palearctic,10~20,1AC~1M,1AC~1P,2RC~1M,2RC~1P
390593,IV,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555641611,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
390674,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641581,No Category,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555703241,No Category,Palearctic,10~20,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555641605,No Category,Palearctic,20~30,2AC~1M,2AC~1P,1RC~1M,1RC~1P
390653,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
67879,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555538071,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555641610,No Category,Palearctic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555641620,No Category,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
92441,IV,0,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
92369,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641579,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
92488,IV,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
67880,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555538076,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,1RC~1M,1RC~1P
17656,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
390665,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
92390,IV,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
92366,V,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555641632,No Category,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641607,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
395641,V,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
324523,V,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
319317,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555541310,No Category,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555641596,No Category,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641606,No Category,Palearctic,50~100,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641599,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555541313,No Category,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
319787,V,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
325756,V,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
82125,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
92398,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
67897,No Category,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555703240,No Category,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
17692,V,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641589,No Category,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555537982,No Category,Palearctic,40~50,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390651,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641618,No Category,Palearctic,1~10,2AC~1M,2AC~1P,3RC~1M,3RC~1P
92495,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641572,No Category,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
337149,IV,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641569,No Category,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555538063,No Category,Palearctic,30~40,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641591,No Category,Palearctic,10~20,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641559,No Category,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
92450,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
349743,V,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
103428,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
390592,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
390602,IV,Palearctic,10~20,2AC~1M,2AC~1P,3RC~1M,3RC~1P
5452,IV,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
555538053,No Category,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
325866,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
82123,IV,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
92362,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
5761,V,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
82753,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
81512,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390639,IV,Palearctic,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
336199,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
82564,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
324905,V,Palearctic,<1,2AC~1M,2AC~1P,3RC~1M,3RC~1P
166313,IV,Palearctic,1~10,3AC~1M,3AC~1P,3RC~1M,3RC~1P
321550,V,Palearctic,1~10,1AC~1M,1AC~1P,3RC~1M,3RC~1P
325511,V,Palearctic,<1,1AC~1M,1AC~1P,3RC~1M,3RC~1P
337295,Ia,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641623,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
390656,IV,Palearctic,1~10,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555541311,No Category,Palearctic,20~30,3AC~1M,3AC~1P,3RC~1M,3RC~1P
92461,III,Palearctic,1~10,2AC~1M,2AC~1P,1RC~1M,1RC~1P
555639818,V,Palearctic,<1,1AC~1M,1AC~1P,1RC~1M,1RC~1P
92384,V,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
335544,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555537980,No Category,Palearctic,10~20,2AC~1M,2AC~1P,2RC~1M,2RC~1P
555641551,No Category,Palearctic,10~20,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555538062,No Category,Palearctic,1~10,3AC~1M,3AC~1P,1RC~1M,1RC~1P
555641598,No Category,Palearctic,20~30,3AC~1M,3AC~1P,2RC~1M,2RC~1P
336572,V,Palearctic,1~10,1AC~1M,1AC~1P,1RC~1M,1RC~1P
555641549,No Category,Palearctic,50~100,3AC~1M,3AC~1P,2RC~1M,2RC~1P
68223,No Category,Palearctic,100~1000,3AC~1M,3AC~1P,2RC~1M,2RC~1P
335156,V,0,1~10,3AC~1M,3AC~1P,2RC~1M,2RC~1P
555577636,No Category,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
103444,IV,Palearctic,<1,1AC~1M,1AC~1P,2RC~1M,2RC~1P
32541,V,Palearctic,50~100,2AC~1M,2AC~1P,3RC~1M,3RC~1P
668,II,Palearctic,100~1000,2AC~1M,2AC~1P,3RC~1M,3RC~1P
555641550,No Category,Palearctic,1~10,1AC~1M,1AC~1P,2RC~1M,2RC~1P
555641627,No Category,Palearctic,10~20,3AC~1M,3AC~1P,3RC~1M,3RC~1P
